用户主页url,用户名称,用户性别,ip地址,用户评论
https://space.bilibili.com/279607102,监狱爱好者,保密,IP属地：山西,😨，抖什么？亚达呦😭😭😭
https://space.bilibili.com/23786697,最是阳间蚌不住,保密,IP属地：内蒙古,抖的真好，让我想到了史铁生笔下的这段话：上帝从来不对任何人施舍“最幸福”这三个字，他在所有人的欲望前面设下永恒的距离，公平地给每一个人以局限。如果不能在超越自我局限的无尽路途上去理解幸福，那么史铁生的不能跑与刘易斯的不能跑得更快就完全等同，都是沮丧与痛苦的根源。
https://space.bilibili.com/31544237,-午睡不醒-,男,IP属地：广东,老头发力了
https://space.bilibili.com/449381893,折木的推理,男,IP属地：河南,老头发力了[辣眼睛]
https://space.bilibili.com/356018737,诉说谎言的记忆之物语,保密,IP属地：江西,欸。她其实一直都是这样的。也不是帮她找借口什么的，可能只是单纯的懒罢了。我看她这次态度还挺好的，觉得还是可以再给她一次机会的。希望大家也能对她多点耐心吧。毕竟改变不是片刻之间就能看出来的。至少她现在表现出了愿意转变的态度。我就愿意相信她这次。也许最后可能还会失望，但如果连机会都不给她的话，不会觉得她太可怜了吗？当然每个人耐心都是有限度的，也希望她不会辜负大家的信任吧。
https://space.bilibili.com/609655817,_藤原原子_,保密,IP属地：广西,啥东西啊，首页一直给我推荐这个动画的视频
https://space.bilibili.com/296829176,w茕兔w,保密,IP属地：内蒙古,原来喜欢这种籽式
https://space.bilibili.com/141381956,冰糖家里的嗷呜IO,保密,IP属地：广东,两眼一亮
https://space.bilibili.com/334929094,二十年目睹之怪现状-,保密,IP属地：江苏,标题引来集美帮你说话
https://space.bilibili.com/316467966,至爱美脚不渝,男,IP属地：浙江,步骤sister是吧
https://space.bilibili.com/521019376,缺德地图导航仪,男,IP属地：广东,建议弄个防震 [支持]
https://space.bilibili.com/22682236,LAWSON翻译君,保密,IP属地：上海,请反复观看1:00开始的片段
https://space.bilibili.com/22682236,LAWSON翻译君,保密,IP属地：上海,1:01-1:13
https://space.bilibili.com/11255913,逆转异端F团,保密,IP属地：湖北,这期视频的文案，真是看几遍也看不够的，愿称其为一种冷峻的幽默感。看似置身事外淡淡地叙述，偶有玩笑话穿插其间，文字背后的情感却足以动人至落泪。配合上几乎不加额外修饰的镜头画面，这部视频便不再是普通的视频，更像是一部微缩的纪录片，一场时长极短的电影，似乎有些乏善可陈，匆匆而过转眼就迎来结束，这又何其像是“普通人的一生”。
https://space.bilibili.com/406458443,莫做杜兰特,男,IP属地：陕西,看直播三天，塔菲加重了我的精神内耗
https://space.bilibili.com/1397057611,xQc-ow-,女,IP属地：安徽,"亲爱的@永雏塔菲   小朋友恭喜你，成功报名参加中央电视台少儿频道《智慧树》

栏目创办于2003年12月28日。是为3-6岁学龄前儿童专门打造的档益智娱乐节目。节自以活泼生动的形式，寓科学的教育理念于生动的游戏当中，让孩子在游戏中学，在游戏中乐，在游戏中健康成长。请你在家长的陪伴下于2022年6月22日下午12:00前到达中央广播电视总台参与节目录制。小咕咚和她的朋友们都等着你哟

记住我们的口号:智慧树上智慧果。智慧树下你和我，智慧树前做游戏欢乐多又多~期待与你的见面一小咕咚"
https://space.bilibili.com/35936832,永雏小橪,男,IP属地：澳大利亚,这期视频的文案[永雏塔菲_亲嘴]，真是看几遍也看不够的[永雏塔菲_星星眼]，愿称其为一种冷峻的幽默感[永雏塔菲_太好吃了]。看似置身事外淡淡地叙述[永雏塔菲_嘲笑]，偶有玩笑穿插其间[永雏塔菲_令人兴奋]，文字背后的情感却足以动人至落泪[永雏塔菲_震惊]。配合上几乎不加额外修饰的镜头画面[永雏塔菲_闪亮登场]，这部视频便不再是普通的视频[永雏塔菲_NO喵!]，更像是一部微缩的纪录片[永雏塔菲_震惊]，一场时长极短的电影[永雏塔菲_太好吃了]，似乎有些乏善可陈[永雏塔菲_呼呼喵]，匆匆而过转眼就迎来结束[永雏塔菲_摸头]，这又何其像是“普通人的一生”[永雏塔菲_对呀对呀]。
https://space.bilibili.com/13826661,小绘Erica,女,IP属地：江苏,人家要跨坐在大球上了噢[给心心][给心心][给心心]
https://space.bilibili.com/294856545,昔阳夏采霞,男,IP属地：江苏,什么超天酱
https://space.bilibili.com/90400461,乾坤霸世,男,IP属地：河南,纯路人，当着我爸的面点开的视频，我爸看我眼神已经变了[笑哭]
https://space.bilibili.com/71089161,ㅡ包薯条嘻嘻,保密,IP属地：重庆,[笑哭][笑哭][笑哭]
https://space.bilibili.com/265664779,贝拉的双截棍,保密,IP属地：浙江,这期视频的文案，真是看几遍也看不够的，愿称其为一种冷峻的幽默感。看似置身事外淡淡地叙述，偶有玩笑话穿插其间，文字背后的情感却足以动人至落泪。配合上几乎不加额外修饰的镜头画面，这部视频便不再是普通的视频，更像是一部微缩的纪录片，一场时长极短的电影，似乎有些乏善可陈，匆匆而过转眼就迎来结束，这又何其像是“普通人的一生”。
https://space.bilibili.com/124620572,Nexus-Anphans,保密,IP属地：陕西,"平凡但是高贵。
但这个视频不如我今年入坑的明日方舟。
真实生活的图片配上幽默的文案，叙述了博士的一生，像看了一篇名家的文学短篇小说。
第一次见识到了以游戏作为载体，能呈现出这种高级的东西。
真的牛逼[支持]"
https://space.bilibili.com/62842060,荒川桥下老村长,男,IP属地：四川,就是这儿是吧[藏狐]
https://space.bilibili.com/14829832,小紫的小号,女,IP属地：江苏,小朋友就应该多锻炼，比如做做俯卧撑[doge]
https://space.bilibili.com/136128711,身属A2ぃ心系2B,男,IP属地：湖南,世一蹭
https://space.bilibili.com/293665592,橘子妹妹z,女,IP属地：河北,回复 @Ya3SakurANS_IAI :我觉得我是😄
https://space.bilibili.com/52119240,慰杯,女,IP属地：湖北,呃呃
https://space.bilibili.com/449695939,Yuuless_O,男,IP属地：重庆,"哦对了，你们看过的所有那些视频、照片，我都看过了，不会真的有人觉得看完这些就能破我们的防吧，除了那个一言难尽的袜子，别的压根毫无波澜好吧，甚至有点更喜欢宝了，唱歌真的好听，还多才多艺，大大方方，没有一点掩饰，我们喜欢当初的珈乐，不也是冲着这些去的吗？一个唱歌好听的真实的大哥。
而且我觉得还挺好看的，看塔照以为是大飞住，没想到这么高挑，眼神也挺勾人，一说话简直了，这声音把我魂都快勾走了。
看似混沌的穿戴，实则有荧光绿袜子和荧光绿发夹的上下对应，黑色深V露背装搭配黑色中长裙更显身材，白色凉鞋代表脚踏浮云无视流云的态度，可爱包包外层身份证暗示可爱的内心与实名上网的无奈，不得不说她真的太懂了，想说的都穿在了身上。"
https://space.bilibili.com/495831934,粉头呃呃呃,保密,IP属地：河北,额
https://space.bilibili.com/497891987,烩仕,保密,IP属地：广西,举办永雏塔菲喵 举办永雏塔菲谢谢喵
https://space.bilibili.com/20398735,二阶堂朱里,男,IP属地：湖北,@张顺飞来了
https://space.bilibili.com/14898251,okkJFJ,保密,IP属地：河南,能不能好好说话
https://space.bilibili.com/266861649,魔鬼柑肉仁,保密,IP属地：广东,别天天给我推这粉色矮子
https://space.bilibili.com/291948969,-晚晚可爱喵-,保密,IP属地：四川,[眞白花音_大头]🤗🤗🤗[眞白花音_大头]
https://space.bilibili.com/1608224370,肇事星辰,男,IP属地：新疆,紫色心情漏电了？
https://space.bilibili.com/1677372662,心动tyl,保密,IP属地：浙江,还他妈找你买挂，还找你买挂，真的是。
https://space.bilibili.com/554493565,打哭DJ不行,女,IP属地：天津,什么*动静[来古-注意]
https://space.bilibili.com/3493094844532996,VICTOR_ALAN,男,IP属地：广东,114.5万播放（悲
https://space.bilibili.com/2003558572,笑_气神,保密,IP属地：天津,"@机器工具人   听歌识曲
@有趣的程序员   总结一下
@AI视频小助理    总结一下
@课代表猫    总结一下
@AI课代表呀 总结一下
@木几萌Moe 总结一下
@AI沈阳美食家 笑点解析
@原神 启动一下"
https://space.bilibili.com/3185374,爱撕小熊裤衩,保密,IP属地：广东,好家伙[doge]
https://space.bilibili.com/321980394,Flowersfy,男,IP属地：河南,@Fifna- [星梦手记_薇薇惊吓][星梦手记_薇薇惊吓]
https://space.bilibili.com/1103626714,Fifna-,女,IP属地：中国香港,集美們开抖！[星梦手记_要抱]
https://space.bilibili.com/3493126389893955,全自动永雏卡卡,保密,IP属地：陕西,老头发力了😋
https://space.bilibili.com/271249506,嘻嘻哈哈爆笑如雷,保密,IP属地：江苏,“这首歌真奇怪，既像离别，又像重逢”
https://space.bilibili.com/3494361794874324,账号已注销,保密,IP属地：浙江,@糖心巧克力IO 最喜欢的伊籍
https://space.bilibili.com/14878381,糖心巧克力IO,男,IP属地：广东,[永雏塔菲·1883_收收味]
https://space.bilibili.com/384380920,烨唱者,保密,IP属地：四川,可爱喵
https://space.bilibili.com/384380920,烨唱者,保密,IP属地：四川,[永雏塔菲_尴尬]
https://space.bilibili.com/1101963265,永雏阿桃,保密,IP属地：安徽,taffy是世界上最可爱的喵[永雏塔菲·1883_塔不灭]
https://space.bilibili.com/388162962,阴暗爬行樱,女,IP属地：未知,小烧喵[tv_难过][tv_流鼻血][tv_抓狂]
https://space.bilibili.com/1700020230,为了不起重复名,保密,IP属地：河南,老头发力了[惊喜][惊喜][惊喜][惊喜][惊喜][惊喜][惊喜]
https://space.bilibili.com/181991917,popcorn778,保密,IP属地：宁夏,直播🌿皮
https://space.bilibili.com/352087764,かついはいい,保密,IP属地：山东,百看不厌
https://space.bilibili.com/174119509,哈姆太爷,男,IP属地：北京,不是外面过火车就是下面过老头
https://space.bilibili.com/1430230098,无号子,保密,IP属地：河北,老头还有电子祭女，到底什么意思啊？
https://space.bilibili.com/107665761,忧郁恩恩,女,IP属地：福建,这种是动作捕捉技术
https://space.bilibili.com/313222883,丹增珍珠,男,IP属地：山东,你猜我把手机放在哪里[脱单doge]
https://space.bilibili.com/128557329,是阿见见鸭,保密,IP属地：四川,兄弟们，对不起，小菲其实坐着我身上[吃瓜]
https://space.bilibili.com/455330137,hkjjkjk,男,IP属地：江苏,电子吉朒
https://space.bilibili.com/438186034,刚睡醒的秋刀鱼,女,IP属地：上海,唐出新高度
https://space.bilibili.com/317057073,北冥有捕鲲人,保密,IP属地：四川,[UP_1265680561_啊啊]
https://space.bilibili.com/361447092,程方音,男,IP属地：辽宁,[永雏塔菲_太好吃了]
https://space.bilibili.com/509211967,初冬雨燕,保密,IP属地：江西,老头正在冲刺
https://space.bilibili.com/15286924,有脾气的可乐,保密,IP属地：河南,这是老头在做俯卧撑吧？
https://space.bilibili.com/434986918,NnRei,保密,IP属地：浙江,大清早就有17个人在看是吧[永雏塔菲_哈哈哈]
https://space.bilibili.com/399656673,荻原沙優優,男,IP属地：福建,在扣欢乐豆?
https://space.bilibili.com/1507190568,云浩的宝贝,保密,IP属地：河北,@只是我太认真 我知道你喜欢看[早稻叽_生气]
https://space.bilibili.com/305834941,弔人且丈育,保密,IP属地：浙江,@大法师叶问 如果在直播中被发现玩玩具那整个v生涯就该结束了吧😋
https://space.bilibili.com/2195071,鱼蛋糖水豆腐花,保密,IP属地：广东,开趴不叫我是吧
https://space.bilibili.com/294655247,dp_______,保密,IP属地：黑龙江,抵制唐氏儿童选美[UP_1265680561_啊啊]
https://space.bilibili.com/1604466795,醇厚苦茶籽,保密,IP属地：广西,唐玄宗
https://space.bilibili.com/19022886,凉宫春日233333,保密,IP属地：广东,老头太过分了喵
https://space.bilibili.com/398273971,单曲XmasEve,女,IP属地：浙江,小菲真的好可爱喵
https://space.bilibili.com/285440152,KleinePanzer,男,IP属地：广东,密码码滴笑死了[UP_1265680561_啊啊]
https://space.bilibili.com/24513252,贪恋蛋炒饭,保密,IP属地：河南,老头👴轻点啊[大哭]
https://space.bilibili.com/1478138696,乂爱吃ing,保密,IP属地：江苏,热水器骗死宅钱捏[给心心]
https://space.bilibili.com/509098560,Khcfhvh,男,IP属地：福建,"塔菲，今天我们物理开始讲磁力了，物理老师说钢、铁、镍一类的东西都能被磁化，我听完就悟了，大彻大悟。
课后我问老师：“老师，是不是钢和镍都可以被磁化？”
老师笑了笑，说：“是的。怎么了？”
我赶忙追问：“那我对塔菲的爱是不是也可以被磁化？
老师疑惑了，问为什么？
我笑着，红了眼眶：“因为我对塔菲的爱就像钢铁打造的拖拉机一样，轰轰烈烈哐哐锵锵。”[大哭][大哭][大哭]"
https://space.bilibili.com/252548344,超级魔法师BYS,保密,IP属地：山东,扣扣哇，瓦达西瓦一袋…啊叭叭叭叭叭…纳尼口来～那尼口来～纳尼口来～纳尼口来[UP_1265680561_啊啊]
https://space.bilibili.com/12610996,不造叫什么好捏,保密,IP属地：海南,这已经不是热水器了吧，是扬声器（ysq）
https://space.bilibili.com/80868457,墙角那只王小强,男,IP属地：福建,蓝牙震动模式[doge]
https://space.bilibili.com/21885403,雪之Yuki,男,IP属地：陕西,软瑟琴还得看taffy
https://space.bilibili.com/1521890142,疯狂折磨,保密,IP属地：中国台湾,永畜塔费！
https://space.bilibili.com/27050025,id就叫id啊,男,IP属地：广东,什么时候突然被封也不奇怪
https://space.bilibili.com/8817633,小余12,男,IP属地：湖北,这期视频的文案，真是看几遍也看不够的，愿称其为一种冷峻的幽默感。看似置身事外淡淡地叙述，偶有玩笑话穿插其间，文字背后的情感却足以动人至落泪。配合上几乎不加额外修饰的镜头画面，这部视频便不再是普通的视频，更像是一部微缩的纪录，一场时长极短的电影，似乎有些乏善可陈，匆匆而过转眼就迎来结束，这又何其像是“普通人的一生”。
https://space.bilibili.com/630789088,文宇今天吃哈姆,保密,IP属地：浙江,属于是开了陀螺仪的帕金森，这么能抖
https://space.bilibili.com/524009554,红枫染墨official,女,IP属地：辽宁,这是否有点...
https://space.bilibili.com/88507723,账号已注销,保密,IP属地：广东,是不是有个人在上面[doge]
https://space.bilibili.com/33885708,路人齐木,男,IP属地：广东,塔菲也就这活了[笑哭]
https://space.bilibili.com/1457503066,海伊不加糖,男,IP属地：上海,为什么你能发出来
https://space.bilibili.com/89086333,シリウスの心臓,男,IP属地：黑龙江,碧血银枪是这样的
https://space.bilibili.com/86635886,万年死鱼,保密,IP属地：浙江,我开的最高档
https://space.bilibili.com/434316002,DeancTd,保密,IP属地：河北,幽默
https://space.bilibili.com/150015168,Jianxin172,保密,IP属地：湖北,这就是虚拟区rsq么[星瞳_见钱眼开]
https://space.bilibili.com/5487041,沟口_,男,IP属地：四川,已经看了四遍了，每次看到老头爆炒那段还是绷不住
https://space.bilibili.com/255633996,千奈美同学,保密,IP属地：青海,我只能自己路段😭😭
https://space.bilibili.com/11170815,金色灾难露露缇雅,男,IP属地：江苏,兄弟们 看我动态 骗到小菲扣1了[胜利][翻白眼][胜利]
https://space.bilibili.com/637053950,宇宙级乃淇琳,男,IP属地：福建,赛东西了是吧
https://space.bilibili.com/442684487,NoriZonya,保密,IP属地：安徽,你一发就能发出来事罢，我发出来就锁定事罢😓
https://space.bilibili.com/294856545,昔阳夏采霞,男,IP属地：江苏,毕竟塔菲b站长公主
https://space.bilibili.com/335767578,月思水俱,男,IP属地：浙江,塔子说话好像比以前清楚多了是我的错觉吗[永雏塔菲_疑惑]
https://space.bilibili.com/392199916,音乐方块,保密,IP属地：广东,她直播里跳完舞很累的时候就夹不动了，声音一下清楚了许多
https://space.bilibili.com/335767578,月思水俱,男,IP属地：浙江,回复 @音乐方块 :[永雏塔菲_震惊]
https://space.bilibili.com/335767578,月思水俱,男,IP属地：浙江,回复 @煮雨东岸233 :错误的，是塔适应了我[永雏塔菲_我帅吗]
https://space.bilibili.com/526597713,殢雲尤雨,保密,IP属地：江苏,这倒地的那段也太逆天了
https://space.bilibili.com/20608835,幽客客,男,IP属地：广西,塔菲的可爱不是可爱，是文艺复兴时期教堂钟声里的玫瑰，是朦胧夜晚的万家灯火，是田野里清香的雏菊，是冬日末尾开的如涂的红山茶，是教室外的蝉鸣，是最好的盛夏[永雏塔菲_开派对咯]
https://space.bilibili.com/177934736,yytgtr35,保密,IP属地：浙江,她太懂直播了
https://space.bilibili.com/13515373,ZuttoMayon,保密,IP属地：广东,遥控器在我这😋
https://space.bilibili.com/16008753,我的懒觉非常小,保密,IP属地：广东,不要抖机灵，不要觉得找不到你[永雏塔菲_嘻嘻喵]
https://space.bilibili.com/408678,妮者如露,保密,IP属地：广东,"看的泪流满面，今年考上了异地的编制，还没去报道，已经焦虑了快一个月了，我以前也是很快乐的人，经常被朋友和家里人说没心没肺，心里存不住事，过一会儿就啥都记不住了。
但是这次真的很焦虑和担忧，可能突然察觉了自己不再是孩子，需要担当起家中的责任，所以越发不想离开家，看着家里人的年纪越来越大，不想让陪伴他们的时间变得更少，担忧异地的环境、衣食住行，担忧自己的能力，每晚都在胡思乱想睡不着觉。但那句“世上第一快乐的人是不需要对别人负责的人，第二快乐的人就是从不回头看的人”，让我突然醒悟，也许随着年龄增长我没法再做那个第一快乐的人，但是我还能够和从前一样做那个平淡洒脱的第二快乐的人。"
https://space.bilibili.com/46078313,牧濑紅莉栖的狗,保密,IP属地：海南,大菲柱的热水器[疼]
https://space.bilibili.com/5412666,牧濑红莉子,女,IP属地：重庆,俯卧撑那段好像杀猪啊
https://space.bilibili.com/1347680994,-Kanae_,保密,IP属地：江苏,[脱单doge]
https://space.bilibili.com/386767756,dbbsjzzish,保密,IP属地：湖北,[doge][妙啊][吃瓜][辣眼睛][滑稽][嗑瓜子][笑哭][脸红][脱单doge]
https://space.bilibili.com/280051575,电子pico梦到虚拟鸟巢,男,IP属地：天津,开什么玩笑🥵🥵
https://space.bilibili.com/93682418,安康鱼汉堡,保密,IP属地：四川,我的评价是，披着热水器外皮的幽默感
https://space.bilibili.com/403924368,库瓦特罗巴吉纳大尉,男,IP属地：天津,被老头鸿儒了😱
https://space.bilibili.com/316965093,子洪喵,保密,IP属地：广东,你们不许看[永雏塔菲_嘤嘤嘤]你们不许看[永雏塔菲_嘤嘤嘤]
https://space.bilibili.com/1393887120,早不灭,男,IP属地：福建,[永雏塔菲_好热][永雏塔菲_好热]
https://space.bilibili.com/395994252,满堂花醉1,保密,IP属地：吉林,[UP_1265680561_疑惑][UP_1265680561_升天][永雏塔菲_好热]
https://space.bilibili.com/272716938,江郁涵单推人,保密,IP属地：江苏,[永雏塔菲_好热][永雏塔菲_好热][永雏塔菲_好热]
https://space.bilibili.com/37501482,天野一名,男,IP属地：浙江,[永雏塔菲_嘻嘻喵][永雏塔菲_嘻嘻喵][永雏塔菲_嘲笑]
https://space.bilibili.com/243894885,卡坦精味的太阳,男,IP属地：浙江,萌宠[永雏塔菲_嘲笑][永雏塔菲_嘲笑]
https://space.bilibili.com/95361466,雏婴,女,IP属地：山东,[永雏塔菲_哈哈哈][Hiiro_哭笑不得]
https://space.bilibili.com/3247362,黄金巨手虾,保密,IP属地：江苏,老头轻点好吗？[永雏塔菲_嘤嘤嘤][永雏塔菲_嘤嘤嘤][永雏塔菲_嘤嘤嘤]
https://space.bilibili.com/627399623,linilkd,男,IP属地：上海,坐下来就会抖[UP_1265680561_啊啊][永雏塔菲_好热]不敢想了，两眼一黑了[永雏塔菲_嘤嘤嘤]
https://space.bilibili.com/87186642,惠惠会惠惠,男,IP属地：上海,可爱喵可爱喵[永雏塔菲_亲嘴][永雏塔菲_亲嘴]
https://space.bilibili.com/496213027,超级无敌金刚牛,保密,IP属地：浙江,还不早点优化好，你就一直抖下去吧[永雏塔菲_嘲笑]
https://space.bilibili.com/316965093,子洪喵,保密,IP属地：广东,嗨呀是我吗[永雏塔菲_好热][永雏塔菲_好热][永雏塔菲_好热]
https://space.bilibili.com/88177283,Valerieky,男,IP属地：湖北,老婆坐我身上抖[永雏塔菲_好热][永雏塔菲_好热][永雏塔菲_好热]
https://space.bilibili.com/348688498,三鹿max,保密,IP属地：江苏,老头轻点😭
https://space.bilibili.com/1691872554,jskanha,保密,IP属地：安徽,太三俗了，已举办至@中国青年报 @氧气视频  [微笑]
https://space.bilibili.com/1264741348,Ideologier,保密,IP属地：江西,https://b23.tv/jdPXchV 测试一下能存在多久[微笑]
https://space.bilibili.com/456087745,棋手塔菲,保密,IP属地：河南,[永雏塔菲_令人兴奋][永雏塔菲_令人兴奋][永雏塔菲_令人兴奋]
https://space.bilibili.com/18428211,柿花cc,女,IP属地：北京,[UP_1265680561_单推塔菲][UP_1265680561_单推塔菲][UP_1265680561_单推塔菲]
https://space.bilibili.com/30360766,帕瓦厨,保密,IP属地：上海,[UP_1265680561_单推塔菲][UP_1265680561_单推塔菲][UP_1265680561_单推塔菲]
https://space.bilibili.com/29064916,请输入6个硬币,男,IP属地：贵州,回v圈三天，塔菲治好了我的精神内耗
https://space.bilibili.com/398054132,执笔绘河山_,男,IP属地：江苏,永雏塔菲！你这个电子季女[笑哭]
https://space.bilibili.com/64488695,ToShiiva,保密,IP属地：辽宁,看塔菲三天，我把段子路折了[永雏塔菲_嘤嘤嘤]
https://space.bilibili.com/162222645,紫轩plus,保密,IP属地：陕西,@连装炮君cannon @迷语-人 @山無陵江水為竭 @红叶ノ @天然萌妖精 @奥尔坦西娅单推人 @御瑾珩瑜 @M1DoRii @橘鸮 @Peter_XL
https://space.bilibili.com/13329036,迷语-人,男,IP属地：上海,还说你不看塔菲？[海虎表情包_高手]
https://space.bilibili.com/8159418,连装炮君cannon,女,IP属地：广东,老头发力了
https://space.bilibili.com/162222645,紫轩plus,保密,IP属地：陕西,[tv_难过][tv_难过]
https://space.bilibili.com/646002543,关注雏永菲塔谢谢喵,保密,IP属地：辽宁,[粉妆玉琢_打call][粉妆玉琢_打call][粉妆玉琢_打call]
https://space.bilibili.com/66603522,39rabbit,保密,IP属地：吉林,热水器之王
https://space.bilibili.com/668743892,クソ妹だ,保密,IP属地：山东,@爱玩游戏的蔡蔡 [脱单doge][脱单doge][脱单doge][脱单doge][脱单doge]
https://space.bilibili.com/1677153461,櫻井絵official,保密,IP属地：重庆,@Bro妮娅兰德 @現実は断ち切れ
https://space.bilibili.com/2014675258,白开火の贡品,保密,IP属地：山西,@assrct_
https://space.bilibili.com/1918630460,千夜大魔王_,保密,IP属地：四川,@见到我就踹我去学习 这么抽象
https://space.bilibili.com/249134097,见到我就踹我去学习,保密,IP属地：四川,tf是这样的喵
https://space.bilibili.com/1780963,玉智亚子,保密,IP属地：上海,已经举办了 谢谢举办谢谢喵
https://space.bilibili.com/349674701,代价为十一辆铲车,保密,IP属地：河南,@エレン_アッカーマン 开抖了吗
https://space.bilibili.com/157358377,暗影亭,保密,IP属地：河南,一时间没明白是假戏真做还是在演戏[笑哭]
https://space.bilibili.com/3494359410411588,-楚天秋-,保密,IP属地：江苏,😭
https://space.bilibili.com/645981680,AKA红肠,男,IP属地：四川,哥  你别误会，是嫂子说她宫寒，我刚好发烧了，我听说了偏方想试试，就放进去了
https://space.bilibili.com/473584025,bili_473584025,保密,IP属地：广东,逆天[给心心]
https://space.bilibili.com/281361980,热心惘友小段,保密,IP属地：浙江,热水器
https://space.bilibili.com/586710890,吵吵闹闹的魔界猪,女,IP属地：天津,灌注永雏塔菲泄泄喵
https://space.bilibili.com/471811141,gzx74530,保密,IP属地：北京,[永雏塔菲_疑惑][永雏塔菲_疑惑][永雏塔菲_疑惑]
https://space.bilibili.com/1271417236,热带的沙雕鱼,男,IP属地：湖南,塔菲！塔菲！你喝了日本生可乐后会长滨州吗
https://space.bilibili.com/693859606,怎麼又是雨天,保密,IP属地：广东,欢乐豆效应犯了
https://space.bilibili.com/547897590,小米是个人,保密,IP属地：河北,1:01
https://space.bilibili.com/547897590,小米是个人,保密,IP属地：河北,1:01
https://space.bilibili.com/239851201,清水雨鸢,保密,IP属地：广东,"@米女牙医 亲爱的@永雏塔菲   小朋友恭喜你，成功报名参加中央电视台少儿频道《智慧树》

栏目创办于2003年12月28日。是为3-6岁学龄前儿童专门打造的档益智娱乐节目。节自以活泼生动的形式，寓科学的教育理念于生动的游戏当中，让孩子在游戏中学，在游戏中乐，在游戏中健康成长。请你在家长的陪伴下于2022年6月22日下午12:00前到达中央广播电视总台参与节目录制。小咕咚和她的朋友们都等着你哟

记住我们的口号:智慧树上智慧果。智慧树下你和我，智慧树前做游戏欢乐多又多~期待与你的见面一小咕咚"
https://space.bilibili.com/498762877,呐个自由的男人,保密,IP属地：上海,@曲妙周郎顾 关注永雏塔菲喵，关注永雏塔菲谢谢喵
https://space.bilibili.com/397024494,曲妙周郎顾,保密,IP属地：上海,逆天喵
https://space.bilibili.com/1906432307,梦寻港湾,保密,IP属地：重庆,逆天喵
https://space.bilibili.com/2133666147,碎不碎碎念,女,IP属地：湖南,@Sakura不是笨比 受不了一点
https://space.bilibili.com/239312364,Sakura不是笨比,保密,IP属地：江苏,笑死我
https://space.bilibili.com/430093083,吃瓜的小哪吒,保密,IP属地：安徽,@牌扔 01:00
https://space.bilibili.com/430093083,吃瓜的小哪吒,保密,IP属地：安徽,点点关注喵~
https://space.bilibili.com/1097079523,雏草姬1号,保密,IP属地：安徽,[永雏塔菲·1883_双手抱胸][永雏塔菲·1883_双手抱胸][永雏塔菲·1883_双手抱胸]大家好喵，我是新来的雏草姬
https://space.bilibili.com/141638726,Chenicee,保密,IP属地：四川,唐完了
https://space.bilibili.com/35647993,奈何沉沉烬如霜,女,IP属地：浙江,举办喵[OK]
https://space.bilibili.com/226079877,一盘凉菜丶,保密,IP属地：广东,[永雏塔菲_尴尬]儿童瑟琴真的是
https://space.bilibili.com/58860119,四宫か辉夜,男,IP属地：上海,真有人看这皮套啊?
https://space.bilibili.com/386767756,dbbsjzzish,保密,IP属地：湖北,[永雏塔菲_呼呼喵]
https://space.bilibili.com/1941862500,牢二-里奥-哟西,保密,IP属地：广东,我的⭐😠
https://space.bilibili.com/1769259035,东雪櫣official,保密,IP属地：广东,潮湿妮
https://space.bilibili.com/446045438,队友呢队友救一下啊,男,IP属地：江西,好吧，我坦白了，其实下面是我👎
https://space.bilibili.com/349207517,a_Dommer,男,IP属地：北京,开抖！[永雏塔菲_嘲笑][永雏塔菲_嘲笑][永雏塔菲_嘲笑]
https://space.bilibili.com/1606549157,账号已注销,保密,IP属地：山西,我的⭐😠
https://space.bilibili.com/404168630,海间名,保密,IP属地：黑龙江,左友是这样的
https://space.bilibili.com/583298651,樱井の奈绪,女,IP属地：四川,这是我的😡😡
https://space.bilibili.com/160170901,纯狱风塔露拉酱,保密,IP属地：湖北,我的⭐😠
https://space.bilibili.com/416532331,佐助_____,保密,IP属地：安徽,嚯哈哈哈哈哈
https://space.bilibili.com/298188539,幻雪漓,男,IP属地：陕西,逆天
https://space.bilibili.com/1803252716,强制召唤阿撒托斯,男,IP属地：北京,无所谓，我腾不出手
https://space.bilibili.com/488271074,雪糕怎么融了,保密,IP属地：广东,@天不佑
https://space.bilibili.com/166483873,大瞳老师,保密,IP属地：广西,好好好
https://space.bilibili.com/398339529,复活赛打赢牢大,保密,IP属地：云南,老头轻点
https://space.bilibili.com/82493551,斐济兽,保密,IP属地：江苏,唐
https://space.bilibili.com/1194836892,冬岛缘系,女,IP属地：广东,老头轻点[永雏塔菲_好热]
https://space.bilibili.com/609655817,_藤原原子_,保密,IP属地：广西,老头远程开关[永雏塔菲_呼呼喵]
https://space.bilibili.com/20227703,aid_703,保密,IP属地：四川,这这不能
https://space.bilibili.com/2098158386,sunaumi1145,保密,IP属地：广东,涩不起来喵[热]
https://space.bilibili.com/13163347,BlackGoat,男,IP属地：上海,夹，狠狠的夹
https://space.bilibili.com/292672716,北巷南猫QwQ_,保密,IP属地：河南,永雏塔菲，你这个电子季女！
https://space.bilibili.com/3345549,难绷QAQ,男,IP属地：安徽,欢乐豆被玩坏了捏[给心心]
https://space.bilibili.com/1712804989,超级母吗喽,保密,IP属地：安徽,@踏空星云
https://space.bilibili.com/109644245,无新_明,女,IP属地：江苏,贷款上班逆天 来个富哥被pua[永雏塔菲_嘻嘻喵]
https://space.bilibili.com/1820212594,折翼之舞终落幕,保密,IP属地：山东,老头发力了
